,GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6
9568,645109,0.835,0.135,0.03,0.0,0.135,0.044955,0.090045,0.044955,0.090045,0.0,0.022522455,0.08995509,0.022522455,0.512,0.488,0.09018,0.69973,0.04509,0.0,0.046638592,0.0,0.02306304,0.302895104,0.116340224,0.02306304,0.0,0.0,0.0,0.0,0.0224775,0.0224775,0.0,0.0224775,0.0,0.0,0.0,0.0224775
9570,699334,0.019027,0.950758,0.030215,0.049414696,0.901343304,0.703034257,0.198309047,0.53186015,0.369483154,0.361728897,0.424029746,0.11558466,0.0,0.281252,0.718748,0.0,0.0,0.019027,0.020531396,0.01546886,0.061312936,0.122625872,0.061312936,0.0,0.0,0.021347149,0.0,0.028067547,0.140870075,0.253683995,0.137305548,0.0,0.376143199,0.0,0.0,0.03320722,0.122509731
9571,631090,0.101044,0.88709,0.011866,0.352828515,0.534261485,0.185306993,0.348954491,0.0,0.534261485,0.073712591,0.176021529,0.284527899,0.0,0.9835,0.0165,0.0,0.064056238,0.036987762,0.0,0.0,0.055076,0.0816305,0.1091685,0.737625,0.0,0.236689011,0.013542617,0.10259724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9580,926840,0.139265,0.860735,0.0,0.059289148,0.801445852,0.0,0.801445852,0.395882193,0.405563659,0.13623778,0.665208071,0.0,0.0,0.225538,0.774462,0.011537966,0.127727034,0.0,0.0,0.0,0.0,0.225538,0.0,0.0,0.0,0.031413169,0.0,0.027875979,0.264132203,0.081810639,0.049939351,0.0,0.072478508,0.049444102,0.0,0.0,0.273959583
9588,956779,0.125853,0.874147,0.0,0.651943203,0.222203797,0.06641627,0.155787526,0.17835721,0.043846586,0.0,0.043002434,0.179201363,0.0,0.088287,0.911713,0.0,0.004327078,0.121525922,0.0,0.0,0.0,0.0,0.048846902,0.039440098,0.0,0.365443503,0.035373786,0.251125262,0.128746617,0.049610593,0.0,0.0,0.0,0.0,0.0,0.0,0.17835721
9593,561637,0.03094,0.960091,0.00897,0.049730794,0.910360206,0.311813847,0.59854636,0.879984217,0.030375989,0.13763918,0.402774308,0.19215337,0.177792438,0.148192,0.851808,0.0,0.023873552,0.007066448,0.0,0.0,0.0296384,0.0889152,0.0296384,0.0,0.0,0.024865397,0.024865397,0.0,0.0,0.262811686,0.617172531,0.0334702,0.846514018,0.0,0.0,0.0,0.0
9595,486645,0.041926,0.956875,0.001199,0.015180822,0.941694178,0.182241366,0.759452812,0.847950406,0.093743772,0.030605061,0.40828187,0.404034829,0.098772419,0.082206,0.917794,0.013961358,0.027964642,0.0,0.0,0.0,0.054831402,0.027374598,0.0,0.0,0.0,0.0,0.0,0.015180822,0.445847236,0.338606948,0.063496222,0.0,0.275229439,0.078575324,0.096018512,0.0,0.398127131
9597,679201,0.0548,0.9452,0.0,0.0482052,0.8969948,0.583644916,0.313349884,0.850576216,0.046418584,0.0,0.144592871,0.589126451,0.163275478,0.405942,0.594058,0.0,0.0548,0.0,0.085653762,0.064138836,0.149386656,0.04262391,0.021514926,0.0,0.04262391,0.0482052,0.0,0.0,0.077402436,0.592851623,0.180322158,0.0,0.850576216,0.0,0.0,0.0,0.0
9602,945943,0.076498,0.914641,0.00886,0.788990363,0.125650637,0.0,0.125650637,0.057877825,0.067772812,0.0,0.032935042,0.092715594,0.0,0.033592,0.966408,0.0,0.002266559,0.074231441,0.033592,0.0,0.0,0.0,0.0,0.0,0.0,0.60717069,0.0,0.181819673,0.057877825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057877825
9604,775384,0.093601,0.896206,0.010193,0.02969489,0.86651111,0.088102517,0.778408593,0.504930755,0.361580356,0.032408382,0.50733099,0.304915728,0.02185601,0.483878,0.516122,0.00778882,0.076190091,0.009622183,0.031420618,0.064774812,0.150818966,0.23686312,0.0,0.0,0.0,0.02969489,0.0,0.0,0.15068901,0.23472312,0.11951812,0.047991649,0.13523207,0.0,0.0,0.0,0.321707037
9605,753766,0.0,1.0,0.0,0.0,1.0,0.093,0.907,0.977,0.023,0.023023,0.302302,0.581582,0.093093,0.395,0.605,0.0,0.0,0.0,0.06952,0.0,0.04661,0.16274,0.092825,0.023305,0.0,0.0,0.0,0.0,0.30256713,0.534861581,0.139571289,0.0,0.535396,0.209078,0.046896,0.0,0.18563
9608,357264,0.0,1.0,0.0,0.0,1.0,0.107154,0.892846,1.0,0.0,0.360893,0.639107,0.0,0.0,0.538574,0.461426,0.0,0.0,0.0,0.0,0.0,0.20196525,0.20196525,0.06732175,0.06732175,0.0,0.0,0.0,0.0,0.725327,0.243226,0.031446,0.032,0.129,0.355,0.161,0.097,0.226
9610,209657,0.0,1.0,0.0,0.042685,0.957315,0.158584016,0.798730984,0.957315,0.0,0.0,0.498354256,0.458960744,0.0,0.074486,0.925514,0.0,0.0,0.0,0.0,0.0,0.074486,0.0,0.0,0.0,0.0,0.0,0.0,0.042685,0.025634024,0.36626489,0.565416087,0.0,0.854133675,0.050922457,0.024639373,0.0,0.027619495
9611,519900,0.156353,0.837228,0.006419,0.0,0.837228,0.205554544,0.631673456,0.627668157,0.209559843,0.331494566,0.419946867,0.038680771,0.047105796,0.351892,0.648108,0.07972502,0.07662798,0.0,0.0,0.0,0.205153036,0.029207036,0.058765964,0.058765964,0.0,0.0,0.0,0.0,0.0,0.518225427,0.109442731,0.066070233,0.561597924,0.0,0.0,0.0,0.0
9612,207118,0.038711,0.961289,0.0,0.961289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.038711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781348196,0.120281286,0.059659518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9615,417671,0.124411,0.867481,0.008107,0.0,0.867481,0.103683932,0.763797068,0.785204765,0.082276235,0.065116594,0.613597938,0.188766468,0.0,0.148969,0.851031,0.038883414,0.085527586,0.0,0.0,0.0,0.148969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503174917,0.261660851,0.020369782,0.04814326,0.269965176,0.071993069,0.0,0.0,0.395103259
9618,274739,0.904212,0.052813,0.042974,0.0,0.052813,0.021995822,0.030817178,0.0,0.052813,0.0,0.030682663,0.00875629,0.013374047,0.051992,0.948008,0.19491646,0.70929554,0.0,0.0,0.034678664,0.0,0.017313336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9622,781145,0.172457,0.822115,0.005428,0.0,0.822115,0.106340575,0.715774425,0.566030288,0.256084712,0.0,0.209550537,0.433748696,0.178815767,0.483569,0.516431,0.017268637,0.155188363,0.0,0.228245535,0.0,0.073019403,0.073019403,0.072904313,0.03638083,0.0,0.0,0.0,0.0,0.334129943,0.200987167,0.030913178,0.0,0.449677102,0.0,0.0,0.0,0.116353186
9624,363411,0.894,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243786,0.756214,0.744702,0.149298,0.0,0.0,0.0243786,0.121893,0.0,0.0487572,0.0,0.0487572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9628,590297,0.198795,0.801205,0.0,0.036054225,0.765150775,0.085243152,0.679907623,0.753029256,0.012121519,0.03148825,0.463754824,0.193155427,0.076751509,0.12441,0.87559,0.104245712,0.094549288,0.0,0.0,0.0,0.0,0.062205,0.0,0.062205,0.0,0.036054225,0.0,0.0,0.376514628,0.26356024,0.112954388,0.037651463,0.527120479,0.037651463,0.0,0.0,0.150605851
9630,122020,0.860178,0.111641,0.028181,0.02791025,0.08373075,0.050483614,0.033247136,0.0,0.08373075,0.0,0.0,0.05584841,0.02788234,0.107863,0.892137,0.016315856,0.843862144,0.0,0.02696575,0.02696575,0.0,0.0,0.02696575,0.02696575,0.0,0.02791025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9632,400909,0.008523,0.991477,0.0,0.112730935,0.878746065,0.063017517,0.815728549,0.878746065,0.0,0.0,0.808594009,0.070152056,0.0,0.185098,0.814902,0.008523,0.0,0.0,0.0,0.0,0.0740392,0.1110588,0.0,0.0,0.0,0.112730935,0.0,0.0,0.235445948,0.534779372,0.108520745,0.0,0.070299685,0.667847009,0.035149843,0.0,0.105449528
9634,227821,0.0,1.0,0.0,0.028295,0.971705,0.422144605,0.549560395,0.971705,0.0,0.245650911,0.565304931,0.115992426,0.044756732,0.045244,0.954756,0.0,0.0,0.0,0.0,0.01266832,0.0,0.0,0.03257568,0.0,0.0,0.0203724,0.0079226,0.0,0.232612573,0.514373013,0.224719413,0.0,0.968789885,0.002915115,0.0,0.0,0.0
9635,131138,0.046495,0.953505,0.0,0.0,0.953505,0.117905661,0.835599339,0.930545553,0.022959447,0.039073681,0.723036167,0.172254492,0.019139706,0.098481,0.901519,0.033873328,0.012621672,0.0,0.0,0.0,0.0,0.0492405,0.0492405,0.0,0.0,0.0,0.0,0.0,0.360294211,0.530638949,0.039612394,0.039938085,0.718035004,0.039938085,0.0,0.0,0.13263531
9636,934769,0.08028,0.905751,0.013969,0.040410081,0.865340919,0.499803608,0.365537311,0.643748743,0.221592176,0.043540494,0.285069259,0.432499987,0.104230314,0.273781,0.726219,0.02007,0.02007,0.04014,0.1095124,0.0273781,0.0,0.0,0.1095124,0.0273781,0.0,0.040410081,0.0,0.0,0.022562106,0.347717665,0.273468972,0.0,0.643748743,0.0,0.0,0.0,0.0
9637,468661,0.09172,0.901364,0.006916,0.0,0.901364,0.133474882,0.767889118,0.901364,0.0,0.076798917,0.670490428,0.076931417,0.077144139,0.107992,0.892008,0.044639665,0.047080335,0.0,0.0,0.0,0.053996,0.0,0.053996,0.0,0.0,0.0,0.0,0.0,0.054724513,0.571696427,0.274943061,0.0,0.751408578,0.0,0.0,0.0,0.149955422
9639,395847,0.0,0.990008,0.009992,0.0,0.990008,0.208217493,0.781790507,0.990008,0.0,0.124247984,0.383324168,0.482435848,0.0,0.13232,0.86768,0.0,0.0,0.0,0.0,0.0,0.03308,0.06616,0.03308,0.0,0.0,0.0,0.0,0.0,0.240159111,0.630867748,0.118981141,0.0,0.510173893,0.479834107,0.0,0.0,0.0
9640,688298,0.135,0.856,0.009,0.04708,0.80892,0.44975952,0.35916048,0.17958024,0.62933976,0.0,0.06714036,0.53954964,0.20223,0.932,0.068,0.044955,0.090045,0.0,0.906836,0.025164,0.0,0.0,0.0,0.0,0.0,0.022363,0.024717,0.0,0.04489506,0.08979012,0.04489506,0.02244753,0.13468518,0.0,0.0,0.0,0.02244753
9644,837016,0.889668,0.063128,0.047204,0.0,0.063128,0.0,0.063128,0.0,0.063128,0.0,0.0,0.063128,0.0,0.0,1.0,0.475897648,0.413770352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9646,145935,0.903,0.032,0.065,0.0,0.032,0.0,0.032,0.0,0.032,0.0,0.0,0.0,0.032,0.103,0.897,0.741363,0.161637,0.0,0.0,0.034333299,0.0,0.034333299,0.034333299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9647,964494,0.114818,0.872826,0.012356,0.043376834,0.829449166,0.656917104,0.172532062,0.473790488,0.355658679,0.0,0.249607797,0.502452104,0.077389266,0.607114,0.392886,0.066435532,0.048382468,0.0,0.064961198,0.0,0.38248182,0.12749394,0.032177042,0.0,0.0,0.043376834,0.0,0.0,0.201148225,0.245862676,0.026779586,0.028392843,0.248798282,0.08063156,0.0,0.0,0.115967803
9653,844449,0.059058,0.930051,0.010891,0.930051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.059058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570121263,0.359929737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9654,182056,0.078736,0.879184,0.04208,0.054519079,0.824664921,0.140451157,0.684213764,0.710109892,0.114555029,0.137705847,0.686959074,0.0,0.0,0.263586,0.736414,0.013213161,0.065522839,0.0,0.044107954,0.0,0.138305946,0.037520149,0.04365195,0.0,0.0,0.054519079,0.0,0.0,0.508674439,0.11760556,0.083829893,0.185020553,0.092092022,0.0,0.067025142,0.0,0.365972176
9660,964278,0.040589,0.958766,0.000646,0.958766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243548,0.756452,0.0,0.0,0.040589,0.0,0.0,0.1522175,0.0304435,0.0304435,0.0,0.0304435,0.72866216,0.17257788,0.05752596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9662,795833,0.106209,0.880449,0.013342,0.785528674,0.094920326,0.094920326,0.0,0.094920326,0.0,0.0,0.094920326,0.0,0.0,0.041148,0.958852,0.0,0.0,0.106209,0.0,0.041148,0.0,0.0,0.0,0.0,0.0,0.643475239,0.142053434,0.0,0.094920326,0.0,0.0,0.0,0.0,0.0,0.0,0.094920326,0.0
9664,309664,0.12848,0.87152,0.0,0.042703608,0.828816392,0.785088868,0.043727524,0.639852056,0.188964336,0.0,0.309635029,0.468966692,0.05021467,0.068392,0.931608,0.106045079,0.022434921,0.0,0.0,0.0,0.017098,0.0,0.034196,0.017098,0.0,0.042703608,0.0,0.0,0.241014993,0.398837062,0.0,0.0,0.197074433,0.024314378,0.098537217,0.0,0.319926028
9671,590138,0.113187,0.870178,0.016635,0.0,0.870178,0.172729463,0.697448537,0.390595929,0.479582071,0.0,0.230771206,0.590276545,0.04913025,0.242848,0.757152,0.008252691,0.104934309,0.0,0.2185632,0.0,0.0242848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330605472,0.040397384,0.019592682,0.046508648,0.045185309,0.034376738,0.0,0.0,0.264525234
9674,872514,0.062645,0.936543,0.000811,0.163694605,0.772848395,0.041913887,0.730934508,0.772848395,0.0,0.0,0.325612622,0.447235774,0.0,0.040068,0.959932,0.0,0.0,0.062645,0.040068,0.0,0.0,0.0,0.0,0.0,0.0,0.068915429,0.0,0.094779176,0.340619792,0.384068556,0.048160048,0.0,0.46042675,0.0,0.0,0.0,0.312421645
9676,158637,0.152784,0.844785,0.002431,0.0,0.844785,0.536053253,0.308731747,0.79062161,0.05416339,0.082049743,0.321031817,0.305426103,0.136277337,0.086246,0.913754,0.005554157,0.147229843,0.0,0.0,0.0,0.043123,0.0,0.043123,0.0,0.0,0.0,0.0,0.0,0.093525793,0.572599795,0.124496022,0.0,0.79062161,0.0,0.0,0.0,0.0
9682,835950,0.044,0.956,0.0,0.021988,0.934012,0.044832576,0.889179424,0.911595712,0.022416288,0.0,0.533320852,0.400691148,0.0,0.044,0.956,0.0,0.044,0.0,0.022,0.0,0.0,0.0,0.022,0.0,0.0,0.021988,0.0,0.0,0.800381035,0.111214677,0.0,0.0,0.155882867,0.155882867,0.066546487,0.177761164,0.355522328
9683,644992,0.015064,0.984936,0.0,0.0,0.984936,0.085808609,0.899127391,0.984936,0.0,0.082766142,0.611046415,0.291123443,0.0,0.06834,0.93166,0.007353341,0.007710659,0.0,0.0,0.0,0.03417,0.0,0.03417,0.0,0.0,0.0,0.0,0.0,0.603745084,0.317045974,0.064143957,0.0,0.578458822,0.271385326,0.095054203,0.0,0.040036663
9685,452724,0.043776,0.944168,0.012057,0.0,0.944168,0.727030132,0.217137868,0.787976176,0.156191824,0.013173032,0.325034555,0.554017011,0.051943403,0.128131,0.871869,0.0,0.043776,0.0,0.0,0.0,0.0640655,0.0640655,0.0,0.0,0.0,0.0,0.0,0.0,0.282015885,0.370261337,0.135698953,0.359997948,0.311532685,0.044448948,0.041880934,0.0,0.030116449
9687,631471,0.190241,0.809759,0.0,0.809759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095162,0.904838,0.0,0.0,0.190241,0.0,0.0237905,0.0237905,0.0,0.0237905,0.0237905,0.0,0.412079877,0.135309109,0.262370014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9689,328661,0.043858,0.956142,0.0,0.956142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378187,0.621813,0.0,0.0,0.043858,0.0,0.0,0.031389521,0.0,0.0,0.0,0.346797479,0.679138101,0.126084533,0.150919366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9691,367583,0.094939,0.894216,0.010845,0.031468355,0.862747645,0.282276363,0.580471282,0.725498298,0.137249346,0.0,0.361715578,0.411993922,0.089038145,0.304088,0.695912,0.021416814,0.073522186,0.0,0.0,0.0,0.2736792,0.0304088,0.0,0.0,0.0,0.031468355,0.0,0.0,0.248949663,0.401251344,0.075297292,0.164695369,0.417932001,0.0,0.0,0.0,0.142870929
9695,372935,0.031745,0.968255,0.0,0.024544296,0.943710704,0.313580911,0.630129793,0.840838688,0.102872016,0.0,0.106833714,0.807821081,0.029055909,0.499381,0.500619,0.017159918,0.014585082,0.0,0.325922508,0.021494856,0.0,0.0,0.151963636,0.0,0.0,0.0,0.024544296,0.0,0.361030066,0.359194516,0.120614106,0.0,0.840838688,0.0,0.0,0.0,0.0
9698,216676,0.146514,0.820058,0.033427,0.0,0.820058,0.074070919,0.745987081,0.520217733,0.299840267,0.071412291,0.634227937,0.101724915,0.012692858,0.835608,0.164392,0.100824928,0.045689072,0.0,0.027575064,0.0,0.095259312,0.07102668,0.261545304,0.38020164,0.0,0.0,0.0,0.0,0.15606532,0.208087093,0.15606532,0.208087093,0.15606532,0.0,0.0,0.0,0.15606532
9702,590504,0.046718,0.947773,0.005508,0.024886623,0.922886377,0.652654171,0.270232206,0.899786531,0.023099846,0.165589811,0.215227255,0.340701964,0.20136827,0.535745,0.464255,0.0,0.046718,0.0,0.0,0.0535745,0.214298,0.24108525,0.0,0.02678725,0.0,0.024886623,0.0,0.0,0.0,0.272635319,0.627151212,0.409402871,0.381509489,0.0,0.0,0.0,0.10887417
9703,498499,0.044972,0.952488,0.00254,0.023730286,0.928757714,0.306650721,0.622106993,0.826580434,0.10217728,0.045972578,0.533414347,0.297005572,0.052365217,0.117424,0.882576,0.00854468,0.03642732,0.0,0.0,0.00528408,0.089711936,0.022427984,0.0,0.0,0.0,0.0,0.0,0.023730286,0.32303094,0.38770342,0.115846074,0.100029458,0.22854701,0.149602793,0.035807464,0.018366617,0.294227918
9713,372843,0.032849,0.967151,0.0,0.0,0.967151,0.661035136,0.306115864,0.657888026,0.309262974,0.065353295,0.685235188,0.188073151,0.028489367,0.230391,0.769609,0.0,0.032849,0.0,0.0,0.0,0.128097396,0.051146802,0.051146802,0.0,0.0,0.0,0.0,0.0,0.29728381,0.228239777,0.132365097,0.0,0.415889179,0.033945048,0.0,0.0,0.208053799
9715,866153,0.014119,0.983735,0.002146,0.0,0.983735,0.40380551,0.57992949,0.964521672,0.019213328,0.139010609,0.450505378,0.287857584,0.106360444,0.417488,0.582512,0.00262965,0.01148935,0.0,0.0,0.0,0.071001349,0.06742306,0.242816448,0.036247143,0.0,0.0,0.0,0.0,0.304800423,0.481895282,0.177825967,0.0,0.754689018,0.15475268,0.0,0.0,0.055079975
9716,994357,0.107988,0.885803,0.00621,0.774231683,0.111571317,0.055352204,0.056219113,0.0,0.111571317,0.0,0.111571317,0.0,0.0,0.382563,0.617437,0.007072998,0.0,0.100915002,0.0,0.034785688,0.0,0.063963003,0.138016106,0.145798585,0.0,0.306749044,0.134485592,0.332997047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9717,374188,0.055943,0.925606,0.018451,0.033321816,0.892284184,0.572331598,0.319952586,0.424958373,0.467325811,0.0,0.057463994,0.694974275,0.139845916,0.742621,0.257379,0.009689551,0.046253449,0.0,0.742621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033321816,0.283447235,0.141511138,0.0,0.071529418,0.076805701,0.0,0.0,0.0,0.276623678
9719,990360,0.814854,0.05508,0.130067,0.0,0.05508,0.0,0.05508,0.0,0.05508,0.0,0.0,0.05508,0.0,0.203883,0.796117,0.713223779,0.101630221,0.0,0.0,0.0,0.127426875,0.025485375,0.025485375,0.025485375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9724,314140,0.028205,0.954602,0.017193,0.058700386,0.895901614,0.0,0.895901614,0.7326988,0.163202813,0.033909876,0.26670991,0.468877277,0.12640455,0.280177,0.719823,0.0,0.028205,0.0,0.035022125,0.0,0.035022125,0.1400885,0.07004425,0.0,0.0,0.058700386,0.0,0.0,0.06883925,0.38013293,0.28372662,0.024831162,0.552094408,0.08783813,0.0,0.0,0.0679351
9725,231410,0.026,0.974,0.0,0.0,0.974,0.052596,0.921404,0.974,0.0,0.052596,0.789914,0.13149,0.0,0.079,0.921,0.0,0.026,0.0,0.0,0.0,0.0,0.052693,0.0,0.026307,0.0,0.0,0.0,0.0,0.737318,0.210384,0.026298,0.0,0.052648596,0.052648596,0.26324298,0.26324298,0.342215874
9729,129483,0.07802,0.911336,0.010643,0.849618503,0.061717497,0.0,0.061717497,0.061717497,0.0,0.061717497,0.0,0.0,0.0,0.185345,0.814655,0.0,0.0,0.07802,0.0,0.04633625,0.0926725,0.04633625,0.0,0.0,0.0,0.202406315,0.0,0.647212188,0.061717497,0.0,0.0,0.0,0.0,0.0,0.061717497,0.0,0.0
9730,248103,0.039948,0.955074,0.004978,0.185622452,0.769451548,0.032572423,0.736879125,0.27750424,0.491947308,0.0,0.282378715,0.487072833,0.0,0.791678,0.208322,0.0,0.018060251,0.021887749,0.4360222,0.042900239,0.022694242,0.0,0.134087295,0.155974816,0.0,0.138237866,0.013305046,0.03407954,0.16903255,0.10847169,0.0,0.0,0.033956251,0.0,0.0,0.0,0.243547988
9733,456360,0.0,0.975,0.025,0.02535,0.94965,0.60112845,0.34852155,0.94965,0.0,0.0,0.4235439,0.5261061,0.0,0.206,0.794,0.0,0.0,0.0,0.07725,0.02575,0.0515,0.02575,0.02575,0.0,0.0,0.02535,0.0,0.0,0.05033145,0.70179135,0.1975272,0.0,0.0,0.9249591,0.0,0.0,0.0246909
9735,328002,0.004198,0.995802,0.0,0.046757883,0.949044117,0.601971091,0.347073026,0.863980344,0.085063773,0.019804653,0.40985704,0.481796482,0.037585943,0.16492,0.83508,0.004198,0.0,0.0,0.0,0.0,0.07075068,0.09416932,0.0,0.0,0.0,0.028552467,0.018205416,0.0,0.462863646,0.401116698,0.0,0.0,0.540715186,0.127206418,0.056913841,0.0,0.139144898
9737,778381,0.156812,0.843188,0.0,0.0,0.843188,0.0,0.843188,0.336111601,0.507076399,0.0,0.54981001,0.29337799,0.0,0.30244,0.69756,0.10766461,0.04914739,0.0,0.0,0.145640889,0.0,0.049736863,0.093037803,0.014024748,0.0,0.0,0.0,0.0,0.308342732,0.0,0.027768868,0.033408485,0.0,0.0,0.0,0.0,0.302703116
9739,962163,0.110433,0.848018,0.041548,0.0,0.848018,0.161672088,0.686345912,0.527150885,0.320867115,0.0,0.751960457,0.096057543,0.0,0.799577,0.200423,0.0,0.110433,0.0,0.107942895,0.0,0.07196193,0.07196193,0.368604997,0.179105248,0.0,0.0,0.0,0.0,0.03716361,0.197934614,0.292052661,0.10114075,0.400597245,0.0,0.0,0.0,0.02541289
9740,296061,0.845401,0.134721,0.019878,0.0,0.134721,0.0,0.134721,0.0,0.134721,0.0,0.0,0.134721,0.0,0.050316,0.949684,0.765950214,0.079450786,0.0,0.0,0.050316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9741,338878,0.012811,0.973521,0.013668,0.0,0.973521,0.160117919,0.813403081,0.921520376,0.052000624,0.121190709,0.580677044,0.177771749,0.093881498,0.134248,0.865752,0.0,0.012811,0.0,0.0,0.0,0.0,0.044704584,0.067124,0.022419416,0.0,0.0,0.0,0.0,0.509615512,0.411904864,0.0,0.0,0.071582781,0.600854323,0.064231813,0.024497698,0.160353761
9742,627839,0.048652,0.925284,0.026064,0.306374486,0.618909514,0.038228803,0.580680711,0.618909514,0.0,0.0,0.410790668,0.208118845,0.0,0.051341,0.948659,0.024326,0.024326,0.0,0.0,0.0,0.0256705,0.0256705,0.0,0.0,0.0,0.178616326,0.0,0.127758161,0.295522485,0.323387029,0.0,0.0,0.037177894,0.0,0.023152167,0.062274056,0.496305396
9744,995924,0.131307,0.868693,0.0,0.192841159,0.675851841,0.281251013,0.394600828,0.293594771,0.38225707,0.0,0.177522624,0.476558002,0.021771215,0.16957,0.83043,0.005109024,0.121012531,0.005185445,0.137656078,0.024550684,0.0,0.007363069,0.0,0.0,0.0,0.102599596,0.0,0.090241563,0.100144295,0.165155279,0.028295196,0.0,0.193700324,0.0,0.0,0.0,0.099894446
9748,225429,0.157842,0.84016,0.001998,0.0,0.84016,0.0,0.84016,0.36799008,0.47216992,0.10502,0.57803008,0.10502,0.05208992,0.368,0.632,0.157842,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262744917,0.052622581,0.052622581,0.052622581,0.0,0.0,0.0,0.052622581,0.262744917
9750,207866,0.82123,0.165981,0.012789,0.0,0.165981,0.0,0.165981,0.0,0.165981,0.0,0.165981,0.0,0.0,0.292392,0.707608,0.248567433,0.572662567,0.0,0.033883555,0.0,0.103403261,0.103403261,0.051701631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9753,790129,0.173018,0.812865,0.014117,0.0,0.812865,0.364294391,0.448570609,0.311777622,0.501087378,0.0,0.335706742,0.477158258,0.0,0.772584,0.227416,0.019528369,0.153489631,0.0,0.027813024,0.0,0.0,0.0,0.247999464,0.496771512,0.0,0.0,0.0,0.0,0.18581198,0.086507066,0.039458576,0.0,0.178778901,0.0,0.0,0.0,0.132998722
9754,414972,0.9081,0.0,0.0919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050953,0.949047,0.79037664,0.11772336,0.0,0.0,0.050953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9757,851285,0.86,0.047,0.093,0.0,0.047,0.0235,0.0235,0.0,0.047,0.0,0.0,0.0,0.047,0.179,0.821,0.16254,0.67424,0.02322,0.0,0.025597,0.102209,0.025597,0.0,0.025597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9758,182701,0.096087,0.903913,0.0,0.0,0.903913,0.298302137,0.605610863,0.513053787,0.390859213,0.052398029,0.307520242,0.455438373,0.088556357,0.121819,0.878181,0.0384348,0.0576522,0.0,0.03045475,0.0,0.03045475,0.03045475,0.03045475,0.0,0.0,0.0,0.0,0.0,0.208333186,0.2483796,0.056341002,0.042289485,0.101117258,0.04596808,0.022087479,0.0,0.301591486
9762,254345,0.884513,0.104023,0.011464,0.0,0.104023,0.0,0.104023,0.0,0.104023,0.0,0.0,0.104023,0.0,0.033494,0.966506,0.575749855,0.308763145,0.0,0.033494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
